;signal_id;id_measurement;phase;target;number_of_peaks_p2;number_of_peaks_p3;number_of_peaks_p4;mean_width_of_peaks_p2;mean_width_of_peaks_p4;mean_width_of_peaks_p3;mean_width_of_peaks_overall;max_width_of_peaks_p2;max_width_of_peaks_p3;max_width_of_peaks_p4;max_width_of_peaks_overall;min_width_of_peaks_p2;min_width_of_peaks_p4;min_width_of_peaks_p3;min_width_of_peaks_overall;mean_height_of_peaks_p2;mean_height_of_peaks_p4;mean_height_of_peaks_p3;max_height_of_peaks_p2;max_height_of_peaks_p4;max_height_of_peaks_p3;min_height_of_peaks_p2;min_height_of_peaks_p4;min_height_of_peaks_p3;sum_spectrum_p1;max_spectrum_p1;mean_spectrum_p1;max_freq_spectrum_p1;sum_spectrum_p2;max_spectrum_p2;mean_spectrum_p2;max_freq_spectrum_p2;sum_spectrum_p3;max_spectrum_p3;mean_spectrum_p3;max_freq_spectrum_p3;sum_spectrum_p4;max_spectrum_p4;mean_spectrum_p4;max_freq_spectrum_p4
1110;1110;370;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2236266633844934e-06;8.454680937575176e-07;1.0073833323076542e-07;2968750.0;2.1434414065879537e-07;1.246824243850142e-08;6.698254395587355e-09;9375000.0;3.325181978652836e-07;2.7905151966933772e-08;1.0391193683290112e-08;13593750.0;8.096335477603134e-06;3.0599812816944905e-06;2.5301048367509793e-07;17343750.0
1111;1111;370;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.959864781994838e-06;1.1405303439460113e-06;1.549957744373387e-07;2812500.0;2.5685980631351413e-07;1.5248550866431287e-08;8.026868947297316e-09;9375000.0;3.095615284109954e-07;2.484229533195048e-08;9.673797762843606e-09;11718750.0;9.178344953397755e-06;3.835537881968776e-06;2.8682327979367983e-07;17343750.0
1112;1112;370;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.210779025015654e-06;1.0238032928100438e-06;1.315868445317392e-07;2812500.0;2.200242050776069e-07;9.767666675486453e-09;6.8757564086752154e-09;9375000.0;3.3223574291696423e-07;4.000269626658337e-08;1.0382366966155132e-08;14843750.0;7.394601652777055e-06;2.3377169782179408e-06;2.3108130164928298e-07;17343750.0
1113;1113;371;0;0;1.0;19.0;5.0;0.0034693086521960926;0.00037261515151244606;0.0007415714970665739;0.0005702741606506174;0.0034693086521960926;0.0010928670212450875;0.0018539659268569464;0.0034693086521960926;0.0034693086521960926;4.1927699258667414e-08;4.4624716899124904e-08;4.1927699258667414e-08;13.699359387204996;34.85043586346314;20.887272747893498;13.699359387204996;220.5517188081801;30.14201744665909;13.699359387204996;10.252089488221575;16.562590375821742;5.330033673089929e-06;1.6534276028323802e-06;1.6656355228406028e-07;468750.0;2.7248540845903335e-07;1.7888943659727374e-08;8.515169014344792e-09;9218750.0;2.3381785467790905e-06;8.705699769961939e-07;7.306807958684658e-08;11562500.0;1.3577067647929653e-06;1.2033393659294234e-07;4.2428336399780164e-08;15625000.0
1114;1114;371;1;0;2.0;16.0;4.0;0.001374017725209413;0.001402093482879332;0.0004975920414164058;0.001235086333734262;0.0015573783919487316;0.00769978839642547;0.0009944129927529808;0.00769978839642547;0.0011906570584700946;2.185643092621467e-06;2.371279238839634e-07;2.371279238839634e-07;40.40059728070401;30.971604083945003;29.37762729157457;41.183819751030995;130.72800271601233;63.88791809858362;39.61737481037703;10.40773840286009;10.267170858666127;4.115119281777879e-06;1.2333428003330482e-06;1.2859747755555873e-07;468750.0;3.828120043181116e-07;2.375432650580933e-08;1.1962875134940987e-08;9218750.0;2.0439724721654784e-06;8.463741778541589e-07;6.38741397551712e-08;11562500.0;6.959919005566917e-07;1.0111614301422378e-07;2.1749746892396615e-08;15625000.0
1115;1115;371;2;0;2.0;14.0;4.0;0.0007787016332094594;0.00045448910705937225;0.0006796851345869639;0.0005319495651798993;0.0015573656782122561;0.003469370702203146;0.0018540171802893834;0.003469370702203146;3.7588206662621816e-08;4.1884033170936166e-08;1.244745112414239e-06;3.7588206662621816e-08;18.593772161166036;33.48675801844531;21.67059679095982;22.71457211211664;158.35545933059484;39.0411528707009;14.472972210215435;10.967068908018177;10.276474305820429;2.1123266833456e-06;6.245475105970399e-07;6.601020885455e-08;468750.0;2.2377112429694535e-07;1.1617857786916375e-08;6.992847634279542e-09;9375000.0;1.0201096074524685e-06;2.631038569234079e-07;3.187842523288964e-08;11562500.0;9.053679832504713e-07;6.90051678020609e-08;2.8292749476577228e-08;15468750.0
1116;1116;372;0;0;51.0;45.0;49.0;0.00011880925379861481;0.0002615259639049475;0.00018812452436363543;0.00018652442767772503;0.0017812154835426786;0.005259447418566315;0.0013644184542966802;0.005259447418566315;4.0421995022916236e-08;3.813601571891923e-08;4.1915333547513003e-08;3.813601571891923e-08;17.02771289077764;16.134090255006114;17.54487221014873;36.54757656023068;35.436473669417055;34.70344965880126;10.004147277087153;10.115527934175251;10.08720540967455;1.6153409887920134e-05;5.1376241572143044e-06;5.047940589975042e-07;0.0;5.113516863275436e-07;9.952079693675842e-08;1.5979740197735737e-08;5781250.0;7.467732530130888e-07;1.3367824180932075e-07;2.3336664156659026e-08;14531250.0;1.3717807405555504e-06;1.8396710288470786e-07;4.286814814236095e-08;19687500.0
1117;1117;372;1;0;17.0;15.0;20.0;0.00043261461694571636;0.0002579828754398165;0.00028110902109951464;0.0003239686931089369;0.002564564920212503;0.002289268126686444;0.001158944141185173;0.002564564920212503;4.2754756977228684e-08;9.379311068332754e-08;9.007608501706272e-08;4.2754756977228684e-08;13.927588575259705;13.820498609843684;13.171023422103252;19.018682282207045;21.891038036409483;17.69176929167767;10.070607807160023;10.571141430612698;10.16599134569313;1.2467496162571479e-05;4.013169473182643e-06;3.896092550803587e-07;0.0;7.660493679395586e-07;9.402187117757421e-08;2.3939042748111206e-08;5781250.0;4.0825102587405127e-07;2.263087850451484e-08;1.2757844558564102e-08;14687500.0;4.7072788333935023e-07;4.010802001630509e-08;1.4710246354354695e-08;19687500.0
1118;1118;372;2;0;33.0;22.0;31.0;0.0001999374391736515;0.00020193693701374543;0.00013626884590581525;0.000177498631745502;0.0011689731591420218;0.002061916538975407;0.0008556743993970973;0.002061916538975407;4.187012483307626e-08;4.289653059240664e-08;4.651808029448148e-08;4.187012483307626e-08;13.025994727402802;13.993188068281228;13.912749737396128;19.55404556114794;19.15598509647279;20.365450345236958;10.416064142939792;10.435756070217508;10.1250536054329;5.989530109218322e-06;1.587144538461871e-06;1.8717281591307255e-07;0.0;4.90691888899164e-07;9.102252107595632e-08;1.5334121528098876e-08;5781250.0;4.6550871957151685e-07;4.2186268700561413e-08;1.4547147486609902e-08;14531250.0;7.870046374591766e-07;5.526241153575029e-08;2.459389492059927e-08;17031250.0
1119;1119;373;0;0;1.0;0.0;0.0;0.002522867406045497;0.0;0.0;0.002522867406045497;0.002522867406045497;0.0;0.0;0.002522867406045497;0.002522867406045497;0.0;0.0;0.002522867406045497;12.162221508675565;0.0;0.0;12.162221508675565;0.0;0.0;12.162221508675565;0.0;0.0;4.781898496730719e-06;1.8102593912772136e-06;1.4943432802283496e-07;0.0;3.0001672257640166e-07;2.3115971359288778e-08;9.375522580512552e-09;6875000.0;2.559886524977628e-07;1.358657009120634e-08;7.999645390555088e-09;14843750.0;3.479086672086851e-07;2.7356351850471583e-08;1.0872145850271409e-08;15625000.0
1120;1120;373;1;0;1.0;24.0;0.0;0.011918765686051432;0.00014491170727204918;0.0;0.0006158658664232245;0.011918765686051432;0.0005690897950674145;0.0;0.011918765686051432;0.011918765686051432;3.538954103080614e-05;0.0;3.538954103080614e-05;14.222362344062969;12.030622746561148;0.0;14.222362344062969;15.994212401177005;0.0;14.222362344062969;10.217702259722472;0.0;3.7882944070588565e-06;1.422067384737602e-06;1.1838420022058926e-07;0.0;3.3962601264647674e-07;2.4174543256094694e-08;1.0613312895202398e-08;5781250.0;2.5646897938713664e-07;1.1653596310168268e-08;8.01465560584802e-09;13906250.0;2.786936761367542e-07;1.1492426565951064e-08;8.70917737927357e-09;15781250.0
1121;1121;373;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0567599676724058e-06;5.648029741678329e-07;6.427374898976268e-08;0.0;2.9454878358592396e-07;2.5556733618259386e-08;9.204649487060124e-09;6875000.0;2.2921202003090002e-07;9.866022665505625e-09;7.162875625965626e-09;14843750.0;2.835743657669809e-07;1.2719516107040363e-08;8.861698930218154e-09;15781250.0
1122;1122;374;0;0;7.0;9.0;26.0;0.0008808622767492616;0.0017445324345697591;0.00017122267594420478;0.0006266337481648092;0.0028648399369552526;0.007252091455298958;0.0006503173863981879;0.007252091455298958;4.529847624726244e-08;3.830375758843729e-08;4.135898206441197e-08;3.830375758843729e-08;68.37186826899685;34.03627714041298;36.027580503771624;147.33185165785233;97.09203774602403;121.71248380449941;12.889700315034425;12.706380380367762;12.363974348628092;3.7182421692705248e-06;1.0463354556122795e-06;1.161950677897039e-07;2812500.0;1.0258125939799356e-06;1.8464174900145736e-07;3.205664356187299e-08;9531250.0;7.897315299487673e-06;3.93849222746212e-06;2.4679110310898977e-07;11718750.0;1.338864990430011e-06;7.877971341940793e-08;4.183953095093784e-08;15312500.0
1123;1123;374;1;0;9.0;3.0;25.0;0.0003571319382578406;0.0024783135801489916;0.0003899127987004835;0.0005512688689805305;0.0007208381586997173;0.0070688309895388345;0.007902533265920038;0.007902533265920038;5.992721407528733e-08;0.00018286006227886538;6.144059265498072e-08;5.992721407528733e-08;59.33725040196613;34.478699179522444;27.04346735580722;137.79350461089686;58.72057008493839;101.18354426386102;10.034769696545064;20.324093844682906;10.0272040475546;5.698826953448588e-06;1.4421497098737746e-06;1.7808834229526838e-07;2812500.0;1.8592334072309313e-06;3.458493438301957e-07;5.8101043975966604e-08;7187500.0;5.768177743448177e-06;2.8106542231398635e-06;1.8025555448275554e-07;11718750.0;5.699644134438131e-07;3.38473356009672e-08;1.781138792011916e-08;15000000.0
1124;1124;374;2;0;5.0;10.0;13.0;0.000589558636511049;0.000382998777492018;0.0008289625237582852;0.0006269390630833262;0.0015203434842365022;0.0014160711768153793;0.008316668738650413;0.008316668738650413;4.552872325803037e-08;5.878257362928707e-08;4.377502585412003e-08;4.377502585412003e-08;80.51812675978218;32.39920523887672;45.22230895008178;143.5162974524929;63.33482255402754;126.06760843241037;29.768296455279085;16.260716980108533;16.42129091192439;4.721326604339993e-06;1.2765575547746266e-06;1.4754145638562477e-07;2812500.0;1.274293708775076e-06;2.5072554876715003e-07;3.982167839922113e-08;9375000.0;1.5666588296880946e-05;8.172652997018304e-06;4.895808842775295e-07;11718750.0;1.3443901707432815e-06;1.3211439409133163e-07;4.2012192835727546e-08;15000000.0
1125;1125;375;0;0;2.0;5.0;1.0;0.0020415527618368504;0.0006976554779347129;7.837705170968547e-08;0.0009464326612998718;0.0040830424562045995;0.002358593459441728;7.837705170968547e-08;0.0040830424562045995;6.306746910122457e-08;3.1516124405752633e-07;7.837705170968547e-08;6.306746910122457e-08;31.345811846889834;35.46274242540214;23.575924438594164;36.34222133920876;62.98904217073793;23.575924438594164;26.349402354570906;15.22328249780701;23.575924438594164;2.6908162453764817e-06;7.325164688154473e-07;8.408800766801505e-08;3593750.0;2.4827198785715154e-07;1.8501680187910097e-08;7.758499620535986e-09;9687500.0;5.677832177752862e-06;2.5021515739354072e-06;1.7743225555477693e-07;13750000.0;4.750817879539682e-06;1.245756493517547e-06;1.4846305873561505e-07;15156250.0
1126;1126;375;1;0;11.0;8.0;8.0;0.0008716741158169009;0.0015247042837710258;1.918048931887461e-06;0.0008074590346521932;0.004342798183280692;0.0075827094089369424;7.040396381623577e-06;0.0075827094089369424;3.9365885575534777e-08;2.4467416596744443e-06;3.83037575869821e-08;3.83037575869821e-08;47.89008255509964;51.17583980343743;43.062773905697654;152.8986969525409;144.79966868697693;104.26051592840666;14.619992450167505;19.5136515255723;14.501451704805389;4.2993788156309165e-06;9.205934929923387e-07;1.3435558798846614e-07;3593750.0;6.833005272710579e-07;4.9058126450063355e-08;2.135314147722056e-08;9687500.0;5.643612894346006e-06;2.3272630187420873e-06;1.763629029483127e-07;13750000.0;3.2437656045658514e-06;1.0054258154923446e-06;1.0136767514268286e-07;15156250.0
1127;1127;375;2;0;4.0;6.0;3.0;0.0033035094520757033;0.0005095824546541352;0.000845673844775217;0.001446811851581021;0.0050528435304192315;0.000961689252508682;0.0025299421570354665;0.0050528435304192315;3.6403246606671018e-06;5.8669749443652106e-08;3.83037575869821e-08;3.83037575869821e-08;32.47609757477306;28.924444834684465;30.323475395718194;68.45198716225224;46.748606238307325;58.874624800450896;17.498347185984464;11.769469644566854;14.141440105494766;3.69803819921799e-06;8.881474400368461e-07;1.1556369372556219e-07;3593750.0;2.6521581730776234e-07;1.5260722463494858e-08;8.287994290867573e-09;9687500.0;5.619709099846659e-06;2.2859342152514728e-06;1.756159093702081e-07;13750000.0;2.1934615688223857e-06;5.671118401551212e-07;6.854567402569955e-08;15156250.0
1128;1128;376;0;0;9.0;127.0;37.0;0.0006325734977177328;0.00018476390960139757;5.125536302925147e-05;0.0001795065111613838;0.004466751974413345;0.00128121895682693;0.000823672030464554;0.004466751974413345;2.64479249706128e-05;4.262694020580966e-08;4.431181300897151e-08;4.262694020580966e-08;14.014403136077014;51.967157772446605;37.82519693819363;23.838416397039573;257.0570840258305;258.2425562419839;10.421256598838717;10.472096175271218;10.064856026495768;8.54549762152601e-06;2.2017959508957574e-06;2.670468006726878e-07;0.0;5.756516657129396e-06;1.2245964171597734e-06;1.7989114553529362e-07;5937500.0;1.2320534551690798e-05;1.8567296820037882e-06;3.8501670474033745e-07;13125000.0;2.4860162739059888e-05;3.3325879940093728e-06;7.768800855956215e-07;15468750.0
1129;1129;376;1;0;34.0;94.0;47.0;0.00015138757273721245;0.00026000671487138346;0.0001637661887216884;0.00021305611166225498;0.0027581728917027946;0.006430467708049642;0.006430062781980526;0.006430467708049642;4.686312048232503e-06;4.164271481713513e-08;1.1623767188284546e-07;4.164271481713513e-08;12.640734875800973;33.59477193369589;18.50593353875315;19.93614183576718;231.30813204825967;144.14467569488198;10.006335348157833;10.019456720799758;10.125584411114657;6.759387815691298e-06;1.8735421463134116e-06;2.1123086924035306e-07;0.0;1.1888185326824896e-05;4.937576704833191e-06;3.71505791463278e-07;6093750.0;1.2612923683263944e-06;1.8193397011145862e-07;3.9415386510199824e-08;11875000.0;3.426151351959561e-06;1.660594222130385e-07;1.0706722974873628e-07;17656250.0
1130;1130;376;2;0;7.0;109.0;31.0;0.00048575864927563725;0.00017730031286510595;0.0004662075047802863;0.00025291481153343455;0.0031000383917919485;0.009983698777738553;0.0051439889514805865;0.009983698777738553;3.289113862824888e-05;4.032536480663111e-08;4.609589292958845e-08;4.032536480663111e-08;12.572785031698052;51.50266808432318;44.54691047194148;15.192546271778117;299.868873263036;255.85381501114142;11.459615989311093;10.078635130800233;10.294717714426458;3.946424840250984e-06;7.874625111981004e-07;1.2332577625784324e-07;0.0;3.4299389426450944e-06;6.937739271961618e-07;1.071855919576592e-07;5937500.0;7.921647920738906e-06;1.5278910723282024e-06;2.475514975230908e-07;13281250.0;2.2532931325258687e-05;2.2896795144333737e-06;7.04154103914334e-07;15468750.0
1131;1131;377;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0265949842723785e-06;4.142101488469052e-07;6.333109325851183e-08;0.0;8.402849744015839e-06;4.835764229937922e-06;2.6258905450049497e-07;9687500.0;6.01829640345386e-07;1.6954666648416605e-07;1.8807176260793312e-08;11718750.0;3.4589453434819006e-07;1.999884879921865e-08;1.080920419838094e-08;15468750.0
1132;1132;377;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.755815669137519e-06;1.2738513532895013e-06;1.1736923966054746e-07;0.0;8.916837941796985e-06;5.0017674766422715e-06;2.7865118568115577e-07;9687500.0;1.0382270829722984e-06;4.0439559256810753e-07;3.2444596342884324e-08;11718750.0;3.5243110119154153e-07;2.264980381028181e-08;1.1013471912235673e-08;17812500.0
1133;1133;377;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1319800655182917e-06;9.110766541198245e-07;9.787437704744661e-08;0.0;7.154544164222898e-06;4.061233994434588e-06;2.2357950513196556e-07;9687500.0;6.781445449632884e-07;1.6843807770783314e-07;2.119201703010276e-08;11718750.0;3.534382244652079e-07;2.7117561529621526e-08;1.1044944514537747e-08;15312500.0
1134;1134;378;0;1;69.0;113.0;37.0;0.00021638144351086784;0.00010220544103580357;0.0003283773668403262;0.00017639039731683903;0.004643193080631597;0.0013673165703443433;0.0037015169237490713;0.004643193080631597;4.212464258744148e-08;3.859693275007885e-08;3.958216665778309e-08;3.859693275007885e-08;20.768257858680915;19.475373387790295;17.335002005710237;85.02147386642677;67.87658152301788;42.95567831582743;10.100041714663233;10.016560345473941;10.091796815159459;2.1147948245925363e-06;4.1898917402249936e-07;6.608733826851676e-08;3593750.0;3.685405260966945e-07;5.7411586595890185e-08;1.1516891440521704e-08;9218750.0;1.1702644542310736e-06;1.250293166776828e-07;3.657076419472105e-08;11562500.0;1.5782575246703345e-06;1.2087276957117865e-07;4.9320547645947954e-08;15156250.0
1135;1135;378;1;1;25.0;57.0;16.0;0.0004517758664493668;0.00019989705206882304;0.000366671339104051;0.0002913803066818561;0.002924227973770599;0.0017102884567602988;0.00254951300024846;0.002924227973770599;6.277072959201177e-08;4.133460418961476e-08;3.631430265668314e-07;4.133460418961476e-08;21.79757197340567;20.585825066902597;16.89085572274189;79.04363515498135;139.20850116494552;27.92320154154274;10.739833372254761;10.002553923201283;10.367301917246321;3.7019299270468764e-06;7.82669076215825e-07;1.1568531022021489e-07;0.0;8.808528946246952e-07;1.4726391839303687e-07;2.7526652957021724e-08;9218750.0;1.0888491033256287e-06;1.891703504952602e-07;3.4026534478925896e-08;11718750.0;9.000543741422007e-07;1.170383043813672e-07;2.812669919194377e-08;15156250.0
1136;1136;378;2;1;33.0;68.0;56.0;0.0003076797034122666;0.0002213820693853786;0.00019221867699989364;0.00022911883339365977;0.003242963696505259;0.004133767549565021;0.002407171007172676;0.004133767549565021;4.436525897326646e-08;4.081922515761107e-08;4.107116475643124e-08;4.081922515761107e-08;19.70177395012428;18.752794538431107;19.997490567745693;43.3048261672601;58.17248652690666;56.08281362825285;10.053083021995455;10.047001140772288;10.103066960153676;2.9998404897924047e-06;5.13464897267113e-07;9.374501530601265e-08;3593750.0;3.814867568507907e-07;3.520989011462916e-08;1.192146115158721e-08;9687500.0;1.1470949630165705e-06;1.8001659896071942e-07;3.584671759426783e-08;11875000.0;1.181010475193034e-06;1.558891682407193e-07;3.690657734978231e-08;15156250.0
1137;1137;379;0;0;1.0;2.0;0.0;0.009642933760014854;0.0020925004324690126;0.0;0.00460931154165096;0.009642933760014854;0.00418488126381816;0.0;0.009642933760014854;0.009642933760014854;1.1960111986554694e-07;0.0;1.1960111986554694e-07;21.008128213774242;13.29857749318736;0.0;21.008128213774242;15.276285693775069;0.0;21.008128213774242;11.32086929259965;0.0;3.3534097383380868e-06;4.4633426909967966e-07;1.0479405432306521e-07;781250.0;1.3111982752889162e-06;2.983251476962323e-07;4.097494610277863e-08;5781250.0;2.380064358931122e-07;1.4295499006777845e-08;7.437701121659757e-09;11718750.0;3.200005664893979e-07;1.2008591454559792e-08;1.0000017702793684e-08;18125000.0
1138;1138;379;1;0;0.0;4.0;0.0;0.0;2.5025080727558814e-06;0.0;2.5025080727558814e-06;0.0;3.667518241057405e-06;0.0;3.667518241057405e-06;0.0;4.516681407985743e-08;0.0;4.516681407985743e-08;0.0;25.959642433258608;0.0;0.0;54.233580661057005;0.0;0.0;13.365803667778351;0.0;7.446889412676683e-06;1.4103123930908623e-06;2.3271529414614633e-07;781250.0;2.690536348382011e-06;8.374271374123055e-07;8.407926088693785e-08;5781250.0;2.4994557179525145e-07;1.0863423050011534e-08;7.810799118601608e-09;11718750.0;3.4751144539768575e-07;1.6152219117770983e-08;1.085973266867768e-08;17968750.0
1139;1139;379;2;0;0.0;3.0;0.0;0.0;0.0032220557466666358;0.0;0.0032220557466666358;0.0;0.009635869267017566;0.0;0.009635869267017566;0.0;1.2929037235326541e-05;0.0;1.2929037235326541e-05;0.0;23.68280363305752;0.0;0.0;44.685704963507625;0.0;0.0;10.782146141835605;0.0;6.089274393161759e-06;1.0082368362418492e-06;1.9028982478630496e-07;0.0;1.5447658370248973e-06;4.4256773890083423e-07;4.827393240702804e-08;5781250.0;2.5059674158001144e-07;1.848439978857641e-08;7.831148174375357e-09;11718750.0;3.2230667557087145e-07;1.2842092722564757e-08;1.0072083611589733e-08;17187500.0
1140;1140;380;0;0;2.0;20.0;1.0;0.0016335869689647624;0.0003717363046506344;3.526450248998881e-05;0.00046683324058400876;0.0031618384779449667;0.003333768778624489;3.526450248998881e-05;0.003333768778624489;0.00010533545998455811;3.103898578321678e-05;3.526450248998881e-05;3.103898578321678e-05;11.81278210388817;13.064416662343822;10.647746398463639;12.607931154986677;19.7461931426176;10.647746398463639;11.017633052789662;10.013477525597786;10.647746398463639;7.327066668949556e-06;1.9965377759945113e-06;2.289708334046736e-07;0.0;7.505560688514379e-07;3.7529682117565244e-07;2.3454877151607434e-08;9531250.0;2.445454470034747e-07;3.095317779866491e-08;7.642045218858584e-09;12031250.0;2.4960812083918427e-07;1.073115729610663e-08;7.800253776224508e-09;15781250.0
1141;1141;380;1;0;8.0;16.0;5.0;0.00040258237836673287;0.00044392663910101303;0.0006784547377532232;0.0004729572048729719;0.0028904508665521396;0.0033630805361076054;0.003168020706816518;0.0033630805361076054;3.3661764331201265e-05;3.284804488552036e-05;4.34555214405671e-05;3.284804488552036e-05;12.475791275163893;13.067923550586642;13.663807387844935;15.309101710414366;19.416773951411173;15.531391702250989;10.14369326862003;10.08623441026043;10.439887986471724;6.056513484509196e-06;1.6693428506187047e-06;1.8926604639091238e-07;0.0;6.245591066544876e-07;2.898417221786076e-07;1.9517472082952736e-08;9531250.0;2.2198274507445603e-07;1.9086519031930038e-08;6.936960783576751e-09;12031250.0;2.2717335923516657e-07;7.778840682703958e-09;7.099167476098955e-09;16093750.0
1142;1142;380;2;0;2.0;7.0;2.0;0.0015635000007580863;6.0114697670741167e-05;0.0015820413648364876;0.0006101714195349396;0.003086645825218207;0.00013721796609362063;0.0031306691831171863;0.0031306691831171863;4.035417629796575e-05;3.487642823325295e-05;3.341354655578907e-05;3.341354655578907e-05;14.146485222519974;12.386293523878921;12.89061912667066;15.391909448836937;13.78791907407681;14.066760090817114;12.90106099620301;10.335868095416398;11.714478162524209;3.207985855624429e-06;6.949487101337581e-07;1.002495579882634e-07;0.0;5.700571819033939e-07;2.5660463620624796e-07;1.781428693448106e-08;9531250.0;2.2407988353734254e-07;1.5732849689698014e-08;7.002496360541954e-09;12031250.0;2.5302921358161257e-07;1.1927142828938031e-08;7.907162924425393e-09;16406250.0
1143;1143;381;0;0;1.0;4.0;7.0;0.0032028460618986634;1.3727893231785856e-06;0.0003425343174354036;0.0004671731201032669;0.0032028460618986634;5.36850061728037e-06;0.0011204461927631813;0.0032028460618986634;0.0032028460618986634;3.972901617235038e-08;4.0369706583442166e-08;3.972901617235038e-08;36.08967977342737;49.66086607353116;55.76906420340293;36.08967977342737;75.55289552081376;159.34161406658353;36.08967977342737;25.420223486862493;22.644320111229234;1.234816750184109e-06;1.9650995852771302e-07;3.8588023443253405e-08;3750000.0;2.92382708266814e-07;2.2131112942247455e-08;9.136959633337938e-09;9218750.0;8.815502042125445e-06;3.6482501855061855e-06;2.7548443881642015e-07;13437500.0;1.146854629041627e-05;5.0500916586315725e-06;3.5839207157550845e-07;17343750.0
1144;1144;381;1;0;1.0;2.0;2.0;0.004400964987889651;0.0015702866500625437;0.003521285902248854;0.00291682201850249;0.004400964987889651;0.0018006834476042757;0.005702510161833416;0.005702510161833416;0.004400964987889651;0.001339889852520812;0.0013400616426642927;0.001339889852520812;41.366343008578156;14.013329702894055;51.959919473882735;41.366343008578156;15.98614696086832;78.86170631486739;41.366343008578156;12.040512444919791;25.058132632898072;1.3065672419543262e-06;1.721480771266215e-07;4.083022631107269e-08;3593750.0;4.0672784962225705e-07;2.8654957517915136e-08;1.2710245300695533e-08;9218750.0;1.0630985343595967e-05;4.719815024145646e-06;3.3221829198737396e-07;13437500.0;7.958762580528855e-06;2.955514219138422e-06;2.4871133064152673e-07;17343750.0
1145;1145;381;2;0;3.0;4.0;7.0;0.00016194551821678858;0.000666710485503152;0.000624334637440885;0.0005373586399106549;0.0004857416408375371;0.001800771266753129;0.004362360727916184;0.004362360727916184;3.7938412922085265e-08;4.0321661869529636e-08;3.826580573804677e-08;3.7938412922085265e-08;41.71330530904953;45.369285224704036;57.79054426600005;59.29083040129207;90.0470570955748;125.25730384990925;22.647318857173783;26.68043899974937;18.93305027191222;1.5616828932252247e-06;2.2379713016107416e-07;4.880259041328827e-08;3750000.0;3.364357894497516e-07;3.9717072297662526e-08;1.0513618420304738e-08;9218750.0;9.953900189429987e-06;4.332897333370056e-06;3.110593809196871e-07;13437500.0;1.039055405271938e-05;3.4613360639923485e-06;3.2470481414748065e-07;15156250.0
1146;1146;382;0;0;16.0;8.0;7.0;5.1328358039634216e-05;0.0001802360681000544;2.521464694024679e-05;7.869821941988097e-05;0.00010750656018267328;0.0011109497814642832;3.372923591309809e-05;0.0011109497814642832;2.5381899915071698e-05;1.4898160819750046e-05;1.1483326872019098e-05;1.1483326872019098e-05;10.599452145584703;10.248543408137191;10.425263023661369;11.885495743116728;10.44672663593527;11.219742719581472;10.082321714475047;10.038077560742106;10.027986474008925;1.7311094779870473e-05;4.273927515896503e-06;5.409717118709523e-07;468750.0;4.351693974058435e-07;1.2130035997870436e-07;1.3599043668932609e-08;9531250.0;2.478192300259252e-07;1.20590959440392e-08;7.744350938310163e-09;14843750.0;3.4066965781676117e-07;2.624661732397726e-08;1.0645926806773787e-08;15625000.0
1147;1147;382;1;0;1.0;0.0;2.0;0.004656905728206313;0.0;0.0002338320697072195;0.001708189955873584;0.004656905728206313;0.0;0.00044106968444121886;0.004656905728206313;0.004656905728206313;0.0;2.6594454973220126e-05;2.6594454973220126e-05;12.002375759556601;0.0;10.311437340215186;12.002375759556601;0.0;10.501553797247968;12.002375759556601;0.0;10.121320883182403;1.1895699572050944e-05;2.7424127893027617e-06;3.71740611626592e-07;468750.0;8.444006880381494e-07;3.077383894378727e-07;2.6387521501192168e-08;9531250.0;2.8195842105560587e-07;1.4177110152502337e-08;8.811200657987683e-09;14843750.0;3.027016077794542e-07;1.6689160275973336e-08;9.459425243107944e-09;15625000.0
